"formula","1","2","3","4","5"
"~(((p->q)->(r->p))->(s->(((p->q)->p)->(~t->(q->r)))))->q","q","p","r","s","t"
"((p->(q->((q->q)->(~(r->p)->(~s->(t->q))))))->r)->(r->t)","r,t","r,t","p,q","p,q","s"
"((((p->q)->r)->s)->(((q->p)->(((~s->q)->s)->t))->p))->~q","q","p,r,s","p,r,s","p,r,s","t"
"~~(((p->(((((q->r)->(r->s))->(q->p))->s)->s))->t)->(t->s))","s,t","s,t","p,q","p,q","r"
"((p->(~((q->((r->p)->s))->q)->(s->~r)))->(t->(s->s)))->t","t","p","q","r","s"
"~~((p->((q->(r->s))->(r->(((s->(q->r))->s)->(t->q)))))->p)","p","q","r","s","t"
"(~(((((p->q)->r)->(~s->p))->(q->p))->(s->p))->t)->(s->p)","p,s","p,s","q,t","q,t","r"
"~((((p->((((q->(r->q))->q)->p)->((~p->s)->t)))->p)->s)->q)","q","p,s,t","p,s,t","p,s,t","r"
"((p->q)->~(r->(q->((p->s)->t))))->(((p->(r->t))->s)->~p)","p","q,r,s","q,r,s","q,r,s","t"
"p->(((q->((~((r->~p)->p)->(s->t))->s))->(s->(r->p)))->t)","p,t","p,t","q,s","q,s","r"
"p->(((((~q->(q->(q->(r->s))))->(p->(~s->s)))->p)->s)->t)","p,t","p,t","q,s","q,s","r"
"((p->~p)->((((p->q)->~((q->r)->q))->(r->r))->(s->q)))->t","t","p,q,s","p,q,s","p,q,s","r"
"~((p->((q->~((r->(s->((r->t)->s)))->p))->p))->((r->p)->p))","p","q,r,s","q,r,s","q,r,s","t"
"(p->(q->~(((((p->~(p->(r->s)))->t)->p)->s)->(q->p))))->q","q","p","r","s","t"
"(((p->q)->(q->r))->((r->(((s->s)->~s)->~q))->(q->t)))->t","t","p,q,r","p,q,r","p,q,r","s"
"~((((p->((q->~r)->(r->(p->r))))->s)->q)->((t->(r->p))->s))","s","p,q,r","p,q,r","p,q,r","t"
"((p->q)->(r->(((s->(t->q))->q)->t)))->((p->(q->~~t))->s)","s","p,q,t","p,q,t","p,q,t","r"
"p->((~(~(q->(r->((p->(s->q))->(q->t))))->q)->q)->(s->q))","p,q,s","p,q,s","p,q,s","r","t"
"(p->((p->q)->(p->(((p->r)->r)->~(~((r->s)->q)->q)))))->t","t","p,q,r","p,q,r","p,q,r","s"
"(p->~((q->(q->(((r->~s)->(s->q))->r)))->(t->(q->p))))->r","p,r","p,r","q,t","q,t","s"
"p->(((p->q)->(((r->s)->(t->~(q->t)))->(~(p->r)->q)))->q)","p,q","p,q","r,t","r,t","s"
"((p->(p->q))->(((r->p)->p)->(r->r)))->((~s->~(r->r))->t)","t","p,r,s","p,r,s","p,r,s","q"
"p->(q->((((r->~s)->(p->(((q->~t)->s)->(p->t))))->s)->s))","p,q,s","p,q,s","p,q,s","t","r"
"p->((p->((p->((p->((p->((p->p)->p))->p))->p))->p))->(p->p))","p","p","p","p","p"
"(p->(p->((((p->p)->p)->p)->p)))->(((p->(p->p))->(p->p))->p)","p","p","p","p","p"
"((p->p)->(p->p))->((p->(p->(p->p)))->(p->(((p->p)->p)->p)))","p","p","p","p","p"
"(p->((((p->((p->(p->p))->p))->p)->(p->(p->(p->p))))->p))->p","p","p","p","p","p"
"(p->((p->(p->(p->(p->(p->(((p->p)->(p->p))->p))))))->p))->p","p","p","p","p","p"
"(((p->p)->(p->p))->(p->p))->((p->((p->(p->p))->p))->(p->p))","p","p","p","p","p"
"p->(p->((p->p)->(p->(p->((p->(((p->p)->(p->p))->p))->p)))))","p","p","p","p","p"
"p->(((((p->(p->p))->((p->(p->p))->p))->p)->((p->p)->p))->p)","p","p","p","p","p"
"p->(p->(((p->(((p->p)->p)->p))->(p->p))->(((p->p)->p)->p)))","p","p","p","p","p"
"(((p->p)->(p->(p->p)))->(((p->p)->(p->p))->p))->(p->(p->p))","p","p","p","p","p"
"p->((p->(((p->p)->p)->p))->(p->(p->(((p->p)->p)->(p->p)))))","p","p","p","p","p"
"p->((p->(((p->p)->((p->(p->(p->p)))->(p->p)))->(p->p)))->p)","p","p","p","p","p"
"p->((p->p)->(p->(p->((p->p)->(((p->(p->p))->p)->(p->p))))))","p","p","p","p","p"
"(((((p->p)->(p->p))->p)->p)->(((p->p)->p)->((p->p)->p)))->p","p","p","p","p","p"
"p->((p->p)->(p->((p->p)->(p->((p->p)->(p->((p->p)->p)))))))","p","p","p","p","p"
"((((((p->(((p->p)->p)->p))->p)->p)->(p->p))->p)->(p->p))->p","p","p","p","p","p"
"p->(((p->(((p->p)->p)->(p->p)))->(p->p))->(p->(p->(p->p))))","p","p","p","p","p"
"(p->p)->((p->p)->((p->(((p->p)->((p->p)->p))->(p->p)))->p))","p","p","p","p","p"
"((p->(p->(p->(p->(p->p)))))->p)->(((((p->p)->p)->p)->p)->p)","p","p","p","p","p"
"(((p->((p->p)->p))->((p->(p->p))->(p->((p->p)->p))))->p)->p","p","p","p","p","p"
"((p->p)->((p->((p->p)->((p->p)->((p->p)->(p->p)))))->p))->p","p","p","p","p","p"
"((((p->p)->((p->p)->(p->((p->p)->p))))->p)->(p->p))->(p->p)","p","p","p","p","p"
"p->((p->((((p->p)->p)->((p->p)->p))->p))->(p->(p->(p->p))))","p","p","p","p","p"
"(((((p->p)->(p->p))->p)->(p->p))->p)->(p->(p->(p->(p->p))))","p","p","p","p","p"
"(((p->p)->(p->p))->p)->(p->((p->(((p->p)->p)->p))->(p->p)))","p","p","p","p","p"
"((p->(p->(p->((p->(p->p))->p))))->((p->p)->p))->(p->(p->p))","p","p","p","p","p"
"((p->((p->(p->p))->((p->(((p->p)->p)->p))->p)))->(p->p))->p","p","p","p","p","p"
"(((p->(p->((p->(p->p))->p)))->(p->p))->p)->(p->(p->(p->p)))","p","p","p","p","p"
"p->(((p->(p->(((p->p)->(p->(p->p)))->p)))->p)->(p->(p->p)))","p","p","p","p","p"
"p->(((p->(((p->(p->p))->p)->((((p->p)->p)->p)->p)))->p)->p)","p","p","p","p","p"
"(p->((p->p)->p))->(p->(p->((p->p)->(p->(p->(p->(p->p)))))))","p","p","p","p","p"
"p->((p->(p->p))->(p->(p->((((p->(p->p))->(p->p))->p)->p))))","p","p","p","p","p"
"(p->((((p->p)->p)->(p->((p->p)->((p->(p->p))->p))))->p))->p","p","p","p","p","p"
"p->((p->((p->p)->(p->(((p->p)->(p->p))->p))))->(p->(p->p)))","p","p","p","p","p"
"(((p->p)->(p->(((((p->p)->p)->p)->p)->p)))->p)->((p->p)->p)","p","p","p","p","p"
"((((p->p)->p)->p)->(((p->p)->p)->((p->(p->p))->p)))->(p->p)","p","p","p","p","p"
"(p->((p->p)->((p->(p->p))->((p->p)->(p->p)))))->((p->p)->p)","p","p","p","p","p"
"(p->((p->p)->((p->p)->(p->((p->p)->p)))))->((p->p)->(p->p))","p","p","p","p","p"
"p->(p->((((p->p)->(p->p))->((p->(((p->p)->p)->p))->p))->p))","p","p","p","p","p"
"((p->((p->p)->(p->(p->p))))->p)->(((p->p)->((p->p)->p))->p)","p","p","p","p","p"
"((p->(p->(((((p->p)->p)->p)->(p->p))->((p->p)->p))))->p)->p","p","p","p","p","p"
"p->(((p->(p->p))->(p->p))->(((p->p)->(p->(p->p)))->(p->p)))","p","p","p","p","p"
"(p->((p->((p->p)->(((p->p)->(p->(p->p)))->p)))->p))->(p->p)","p","p","p","p","p"
"(((p->((p->p)->p))->p)->p)->(((p->(p->p))->p)->(p->(p->p)))","p","p","p","p","p"
"(p->p)->((p->(p->(((p->p)->(p->((p->p)->p)))->(p->p))))->p)","p","p","p","p","p"
"(((((((p->((p->(p->p))->p))->(p->p))->p)->p)->p)->p)->p)->p","p","p","p","p","p"
"(p->(p->(((p->p)->((p->p)->(p->(p->p))))->p)))->((p->p)->p)","p","p","p","p","p"
"(((((p->(p->p))->(p->p))->p)->p)->((p->(p->(p->p)))->p))->p","p","p","p","p","p"
"(((p->(p->p))->(((p->p)->p)->(p->p)))->(p->p))->((p->p)->p)","p","p","p","p","p"
"p->((p->(p->(((p->p)->p)->p)))->((p->p)->((p->(p->p))->p)))","p","p","p","p","p"
"((((p->(p->((((p->p)->p)->(p->p))->p)))->p)->p)->(p->p))->p","p","p","p","p","p"
"(p->(p->(p->p)))->(p->(((p->p)->p)->((p->(p->p))->(p->p))))","p","p","p","p","p"
"p->(p->((p->((p->p)->((((p->p)->((p->p)->p))->p)->p)))->p))","p","p","p","p","p"
"p->((((p->p)->(p->((p->p)->(p->p))))->p)->(((p->p)->p)->p))","p","p","p","p","p"
"p->(((((p->p)->(p->((p->p)->p)))->p)->((p->p)->p))->(p->p))","p","p","p","p","p"
"(p->p)->(p->(p->(((p->(((p->p)->(p->(p->p)))->p))->p)->p)))","p","p","p","p","p"
"((p->(p->(p->p)))->(p->(((p->((p->p)->p))->(p->p))->p)))->p","p","p","p","p","p"
"((p->((p->(((p->(p->p))->p)->p))->((p->p)->p)))->(p->p))->p","p","p","p","p","p"
"(p->((((p->p)->((p->p)->p))->p)->(p->p)))->(((p->p)->p)->p)","p","p","p","p","p"
"p->((p->((p->((p->p)->((p->(p->((p->p)->p)))->p)))->p))->p)","p","p","p","p","p"
"((p->p)->p)->((((p->p)->p)->p)->(((((p->p)->p)->p)->p)->p))","p","p","p","p","p"
"(p->(p->((p->(p->(p->((p->p)->((p->p)->(p->p))))))->p)))->p","p","p","p","p","p"
"p->((((p->(p->p))->(p->((((p->p)->(p->p))->p)->p)))->p)->p)","p","p","p","p","p"
"p->(((p->(((p->(p->p))->p)->(p->(p->((p->p)->p)))))->p)->p)","p","p","p","p","p"
"((((p->p)->((p->((p->p)->p))->p))->(p->p))->p)->(p->(p->p))","p","p","p","p","p"
"(p->p)->(((((p->p)->p)->p)->(((p->p)->(p->(p->p)))->p))->p)","p","p","p","p","p"
"(p->p)->(p->(((((p->(p->((p->(p->p))->p)))->p)->p)->p)->p))","p","p","p","p","p"
"(p->p)->((p->(((p->p)->p)->p))->((p->p)->(p->(p->(p->p)))))","p","p","p","p","p"
"(p->p)->((p->(p->(p->(p->(p->(p->p))))))->(p->((p->p)->p)))","p","p","p","p","p"
"(p->(p->(p->(p->(((p->((p->(p->p))->p))->p)->p)))))->(p->p)","p","p","p","p","p"
"((p->((p->(p->p))->p))->((((((p->p)->p)->p)->p)->p)->p))->p","p","p","p","p","p"
"p->(((((p->(((p->p)->((p->p)->(p->p)))->p))->p)->p)->p)->p)","p","p","p","p","p"
"(p->(p->(p->((p->(p->(p->(p->p))))->(((p->p)->p)->p)))))->p","p","p","p","p","p"
"p->((((p->(p->((p->p)->(p->p))))->p)->p)->(p->((p->p)->p)))","p","p","p","p","p"
"(p->((((p->((p->p)->p))->p)->p)->(p->((p->(p->p))->p))))->p","p","p","p","p","p"
"p->(p->(((p->((p->p)->p))->(p->(((p->p)->p)->p)))->(p->p)))","p","p","p","p","p"
"((((p->p)->p)->(((p->p)->p)->((p->p)->p)))->(p->(p->p)))->p","p","p","p","p","p"
"(p->(((((p->(p->(p->p)))->((p->(p->p))->p))->p)->p)->p))->p","p","p","p","p","p"
"(p->(((p->p)->(p->p))->(((p->p)->p)->((p->p)->(p->p)))))->p","p","p","p","p","p"
"((p->((((p->p)->(p->(p->(p->p))))->p)->(p->p)))->p)->(p->p)","p","p","p","p","p"
"((p->(p->((p->p)->(p->p))))->(((p->p)->(p->p))->p))->(p->p)","p","p","p","p","p"
"p->(((p->(p->p))->(p->((p->(p->(p->(p->p))))->p)))->(p->p))","p","p","p","p","p"
"(((p->p)->((p->p)->((p->p)->p)))->p)->(p->(p->(p->(p->p))))","p","p","p","p","p"
"p->((p->(((p->((p->p)->(p->p)))->p)->p))->((p->(p->p))->p))","p","p","p","p","p"
"p->((((p->((p->p)->p))->((p->(p->p))->(p->p)))->(p->p))->p)","p","p","p","p","p"
"(p->p)->(((((p->(p->p))->p)->((((p->p)->p)->p)->p))->p)->p)","p","p","p","p","p"
"(p->((((((p->p)->p)->p)->(((p->p)->p)->(p->p)))->p)->p))->p","p","p","p","p","p"
"p->((p->((p->(p->((p->(p->(((p->p)->p)->p)))->p)))->p))->p)","p","p","p","p","p"
"p->(((p->((p->((p->p)->(((p->(p->p))->p)->p)))->p))->p)->p)","p","p","p","p","p"
"(p->(((p->(p->p))->((p->(p->((p->(p->p))->p)))->p))->p))->p","p","p","p","p","p"
"(p->((p->p)->(((p->(p->(((p->p)->(p->p))->p)))->p)->p)))->p","p","p","p","p","p"
"((p->((((p->(p->(p->p)))->(p->p))->(p->p))->(p->p)))->p)->p","p","p","p","p","p"
"((p->((((p->p)->p)->p)->p))->((p->p)->p))->((p->p)->(p->p))","p","p","p","p","p"
"(((p->(p->p))->(p->(p->((((p->p)->p)->p)->p))))->(p->p))->p","p","p","p","p","p"
"((p->((p->p)->((p->((p->((p->p)->p))->(p->p)))->p)))->p)->p","p","p","p","p","p"
"p->(p->((p->(p->(p->(((p->p)->p)->(p->p)))))->(p->(p->p))))","p","p","p","p","p"
"(p->p)->(p->(p->(p->((p->(((p->p)->p)->(p->p)))->(p->p)))))","p","p","p","p","p"
"((((p->p)->p)->(p->(p->p)))->(p->((p->p)->((p->p)->p))))->p","p","p","p","p","p"
"(p->(p->((((p->p)->(p->p))->(((p->p)->(p->p))->p))->p)))->p","p","p","p","p","p"
"(p->(((p->((p->p)->p))->(p->p))->((p->p)->p)))->((p->p)->p)","p","p","p","p","p"
"p->(((p->q)->((p->p)->(q->((((q->(q->p))->q)->q)->q))))->p)","p,q","p,q","p","p","p"
"(p->((p->p)->(q->(((p->p)->p)->(q->((q->(p->q))->p))))))->p","p,q","p,q","p","p","p"
"p->(((p->q)->p)->((p->q)->((p->(p->p))->((p->(p->p))->p))))","p,q","p,q","p","p","p"
"(((p->(q->(((q->p)->q)->(q->p))))->q)->(p->p))->(p->(q->q))","p,q","p,q","p","p","p"
"((p->((((p->p)->((q->((q->p)->(q->p)))->p))->q)->p))->q)->q","p,q","p,q","p","p","p"
"(((p->p)->(q->q))->q)->((p->((p->q)->q))->(p->((q->p)->p)))","p,q","p,q","p","p","p"
"p->((((q->(q->p))->p)->(((p->q)->((q->p)->(p->p)))->q))->p)","p,q","p,q","p","p","p"
"(p->q)->(((p->((p->p)->q))->(q->(p->p)))->(((p->p)->q)->p))","p,q","p,q","p","p","p"
"p->(p->((p->((q->p)->((p->(q->(p->(p->(q->p)))))->q)))->q))","p,q","p,q","p","p","p"
"(((p->((p->p)->(p->(q->p))))->((q->((p->p)->q))->p))->q)->q","p,q","p,q","p","p","p"
"(((p->q)->q)->(q->(p->(q->(q->(p->(p->q)))))))->((q->p)->q)","p,q","p,q","p","p","p"
"(p->(q->(((p->(q->p))->((p->q)->((q->(p->q))->p)))->p)))->q","p,q","p,q","p","p","p"
"(p->q)->((((q->p)->((q->p)->p))->((q->p)->(p->(q->p))))->q)","p,q","p,q","p","p","p"
"(((p->(q->q))->p)->(p->(p->q)))->((((p->(p->p))->q)->p)->p)","p,q","p,q","p","p","p"
"(((((p->((p->((q->(p->q))->p))->p))->p)->p)->p)->q)->(p->p)","p,q","p,q","p","p","p"
"p->((q->p)->(((q->((p->q)->(q->(p->((p->p)->p)))))->p)->q))","p,q","p,q","p","p","p"
"((p->((p->(((q->q)->q)->(p->p)))->(p->q)))->((p->p)->p))->p","p,q","p,q","p","p","p"
"((p->q)->((p->p)->((q->p)->((q->(p->p))->((q->p)->p)))))->p","p,q","p,q","p","p","p"
"(p->(p->(q->(q->(((q->(p->p))->p)->(q->p))))))->((q->p)->p)","p,q","p,q","p","p","p"
"(p->p)->(q->(((((q->((p->p)->(q->p)))->q)->(q->q))->q)->p))","p,q","p,q","p","p","p"
"((p->(q->(((q->(p->q))->(q->(q->q)))->((p->q)->q))))->q)->q","p,q","p,q","p","p","p"
"(p->(q->((((q->(p->(((p->p)->p)->q)))->p)->p)->(q->p))))->q","p,q","p,q","p","p","p"
"((p->q)->((((q->p)->p)->p)->((p->p)->(p->((p->q)->p)))))->p","p,q","p,q","p","p","p"
"(p->((p->(p->(p->(p->p))))->(q->(q->(q->p)))))->((q->q)->q)","p,q","p,q","p","p","p"
"(((p->(p->p))->p)->(((p->p)->((q->q)->(q->(p->p))))->q))->p","p,q","p,q","p","p","p"
"((p->q)->((((p->q)->q)->(q->(p->(q->(q->(p->p))))))->q))->p","p,q","p,q","p","p","p"
"p->((((((q->q)->(q->q))->q)->(q->q))->(p->p))->((p->p)->p))","p,q","p,q","p","p","p"
"((((((p->q)->q)->(p->q))->p)->p)->((q->p)->(q->q)))->(p->q)","p,q","p,q","p","p","p"
"(((p->((q->(p->q))->((((q->p)->(q->q))->p)->q)))->q)->q)->q","p,q","p,q","p","p","p"
"(((((p->((q->p)->p))->(q->p))->q)->q)->p)->(p->(q->(q->p)))","p,q","p,q","p","p","p"
"(((p->(p->(p->(q->q))))->(q->(p->(p->p))))->((p->p)->p))->q","p,q","p,q","p","p","p"
"((p->(q->(((p->p)->q)->(q->p))))->q)->((q->(p->(q->p)))->q)","p,q","p,q","p","p","p"
"((p->p)->(q->q))->((q->(((p->q)->q)->(q->((q->q)->p))))->q)","p,q","p,q","p","p","p"
"p->(((((q->p)->q)->p)->((p->((q->p)->p))->p))->((p->q)->p))","p,q","p,q","p","p","p"
"p->((p->((p->(p->p))->q))->(p->((p->(q->p))->((p->q)->q))))","p,q","p,q","p","p","p"
"(p->p)->((q->(q->((q->q)->q)))->((q->((p->(p->p))->p))->p))","p,q","p,q","p","p","p"
"(((p->((q->(q->p))->p))->(((p->p)->q)->p))->((p->q)->p))->p","p,q","p,q","p","p","p"
"(p->((p->((((((q->p)->q)->q)->(q->p))->q)->q))->(p->p)))->q","p,q","p,q","p","p","p"
"(((p->q)->p)->(((p->(p->(q->q)))->(p->(q->q)))->p))->(p->p)","p,q","p,q","p","p","p"
"p->((p->((q->(((p->(q->p))->p)->p))->p))->((q->(p->q))->q))","p,q","p,q","p","p","p"
"p->((p->p)->(p->((p->(p->(((q->q)->p)->((q->q)->p))))->p)))","p,q","p,q","p","p","p"
"(p->(p->(q->(((q->((p->q)->q))->(q->q))->(q->(p->q))))))->p","p,q","p,q","p","p","p"
"(p->q)->(q->(((p->(p->q))->(p->(((q->q)->p)->p)))->(q->q)))","p,q","p,q","p","p","p"
"((p->q)->p)->((p->(((q->((p->q)->p))->p)->p))->(q->(p->p)))","p,q","p,q","p","p","p"
"(((((p->((q->(((q->(q->q))->p)->q))->p))->p)->p)->p)->q)->p","p,q","p,q","p","p","p"
"(p->(p->(q->q)))->((((((q->(p->p))->q)->p)->p)->(p->p))->q)","p,q","p,q","p","p","p"
"((((p->(q->p))->p)->(q->q))->q)->(((q->q)->(p->(q->q)))->q)","p,q","p,q","p","p","p"
"(((p->q)->p)->p)->(((((p->q)->p)->q)->((p->p)->(p->p)))->p)","p,q","p,q","p","p","p"
"p->(((q->p)->(((q->(p->(p->q)))->(p->((p->p)->p)))->p))->p)","p,q","p,q","p","p","p"
"((p->q)->(q->(q->(q->((q->(q->(((p->p)->p)->p)))->q)))))->q","p,q","p,q","p","p","p"
"((((p->q)->(((q->q)->q)->p))->p)->(p->p))->(q->((p->q)->p))","p,q","p,q","p","p","p"
"(p->((((q->p)->((p->p)->q))->((p->(q->(p->p)))->p))->p))->q","p,q","p,q","p","p","p"
"p->(p->((((p->q)->p)->(((p->(q->q))->p)->q))->((p->q)->q)))","p,q","p,q","p","p","p"
"((((p->p)->q)->(p->q))->(q->(((p->(p->(q->p)))->q)->p)))->p","p,q","p,q","p","p","p"
"p->(((q->(p->((q->(((p->q)->(q->q))->(q->p)))->p)))->p)->q)","p,q","p,q","p","p","p"
"(p->p)->(q->(p->((q->((q->q)->((p->p)->(q->(p->p)))))->q)))","p,q","p,q","p","p","p"
"((p->(q->q))->p)->(((q->((p->q)->p))->q)->((q->q)->(p->q)))","p,q","p,q","p","p","p"
"((p->q)->((q->p)->(((((((p->q)->p)->p)->q)->p)->q)->q)))->q","p,q","p,q","p","p","p"
"((p->((((q->q)->q)->q)->(q->p)))->q)->((p->p)->(q->(q->q)))","p,q","p,q","p","p","p"
"p->((((p->((q->((q->p)->p))->q))->((q->(q->q))->q))->p)->q)","p,q","p,q","p","p","p"
"(p->(((q->p)->q)->((q->p)->p)))->(q->(((p->p)->(q->p))->p))","p,q","p,q","p","p","p"
"(p->p)->((((q->p)->q)->((p->p)->p))->(((p->p)->(p->q))->p))","p,q","p,q","p","p","p"
"((p->((q->(((p->q)->(p->(p->((p->p)->p))))->p))->q))->p)->p","p,q","p,q","p","p","p"
"((((p->(p->(p->p)))->(q->q))->(p->((q->q)->q)))->(q->p))->q","p,q","p,q","p","p","p"
"(p->(p->p))->(p->(((((q->q)->(q->p))->q)->(q->q))->(q->p)))","p,q","p,q","p","p","p"
"(((p->q)->p)->((((p->p)->p)->p)->((q->(p->q))->p)))->(p->q)","p,q","p,q","p","p","p"
"p->(q->(p->(p->(((((p->q)->((q->(p->p))->q))->p)->p)->p))))","p,q","p,q","p","p","p"
"(p->(p->(((p->(q->q))->(q->q))->q)))->(((q->p)->(q->p))->q)","p,q","p,q","p","p","p"
"(p->((q->q)->((((q->((q->p)->(p->q)))->p)->p)->(q->p))))->p","p,q","p,q","p","p","p"
"((((p->(p->p))->q)->(p->((((q->q)->(p->p))->q)->p)))->q)->p","p,q","p,q","p","p","p"
"(((p->q)->(((p->p)->q)->((q->(p->q))->(q->p))))->(q->q))->q","p,q","p,q","p","p","p"
"((((p->p)->(q->p))->(q->p))->(q->(p->p)))->(((q->q)->p)->p)","p,q","p,q","p","p","p"
"(((((p->p)->q)->((q->(p->p))->(p->p)))->(q->(q->q)))->q)->q","p,q","p,q","p","p","p"
"p->((p->(((q->(p->q))->(q->(p->p)))->p))->((p->(q->p))->q))","p,q","p,q","p","p","p"
"p->((p->q)->(p->(q->(((p->((q->q)->q))->((q->p)->q))->q))))","p,q","p,q","p","p","p"
"(p->(q->(((((q->p)->q)->((p->((p->q)->p))->p))->q)->p)))->p","p,q","p,q","p","p","p"
"p->((q->q)->((p->((q->((p->(p->p))->(p->q)))->p))->(p->q)))","p,q","p,q","p","p","p"
"((p->p)->((q->p)->((q->(q->(q->p)))->(q->q))))->((q->q)->p)","p,q","p,q","p","p","p"
"(((p->(p->((p->((p->(q->q))->p))->q)))->p)->(p->(p->p)))->q","p,q","p,q","p","p","p"
"((p->(q->((q->((((q->p)->q)->q)->p))->p)))->(q->q))->(p->p)","p,q","p,q","p","p","p"
"(((p->p)->(((q->(q->q))->((q->p)->q))->(p->p)))->(p->p))->p","p,q","p,q","p","p","p"
"(((((p->((p->((p->p)->p))->(p->(p->q))))->q)->p)->q)->p)->q","p,q","p,q","p","p","p"
"((p->(q->q))->(q->((p->p)->(q->(((p->p)->(p->q))->p)))))->p","p,q","p,q","p","p","p"
"(p->p)->(((((p->(q->(q->(q->q))))->q)->p)->q)->(p->(p->q)))","p,q","p,q","p","p","p"
"p->(p->(p->((p->(q->q))->((q->p)->(p->(p->((q->q)->p)))))))","p,q","p,q","p","p","p"
"p->((p->p)->(((p->((q->p)->(q->q)))->p)->(p->(q->(p->p)))))","p,q","p,q","p","p","p"
"(p->(((((q->(q->p))->p)->((p->p)->p))->p)->(p->q)))->(q->q)","p,q","p,q","p","p","p"
"p->((q->(q->p))->(((p->p)->((p->q)->(p->q)))->(q->(p->p))))","p,q","p,q","p","p","p"
"p->(((p->((((((p->p)->p)->(q->q))->q)->p)->p))->q)->(q->q))","p,q","p,q","p","p","p"
"((p->p)->(((p->(((p->q)->q)->q))->q)->(p->((p->q)->p))))->p","p,q","p,q","p","p","p"
"(p->((q->p)->(((q->p)->(((q->q)->p)->p))->q)))->(p->(p->p))","p,q","p,q","p","p","p"
"(((p->(p->((p->(p->p))->(p->q))))->q)->(p->(q->p)))->(q->p)","p,q","p,q","p","p","p"
"((p->((((((q->q)->(p->q))->p)->(q->p))->p)->p))->q)->(p->p)","p,q","p,q","p","p","p"
"p->(p->((q->(q->(p->((((q->p)->((p->p)->q))->q)->q))))->q))","p,q","p,q","p","p","p"
"p->((((((q->p)->q)->q)->q)->((p->q)->(p->(p->p))))->(p->q))","p,q","p,q","p","p","p"
"p->(p->(((p->q)->(p->p))->(((q->p)->((p->(q->p))->p))->q)))","p,q","p,q","p","p","p"
"p->((((p->(q->q))->q)->(q->p))->(q->(q->((q->p)->(q->q)))))","p,q","p,q","p","p","p"
"((((p->p)->(p->p))->q)->((p->q)->p))->((p->p)->(q->(q->q)))","p,q","p,q","p","p","p"
"((p->p)->p)->(((p->p)->((p->(q->(p->((q->q)->q))))->q))->p)","p,q","p,q","p","p","p"
"((p->(((((p->(p->p))->((q->q)->(p->q)))->p)->p)->q))->p)->p","p,q","p,q","p","p","p"
"p->(((((q->r)->(q->(p->(q->r))))->(q->q))->(q->(q->q)))->r)","p,q,r","p,q,r","p,q,r","p","p"
"(((p->((q->q)->r))->((p->(p->q))->((q->r)->r)))->(p->q))->q","p,q,r","p,q,r","p,q,r","p","p"
"(((p->(p->(q->(q->q))))->(q->(r->q)))->(r->((p->p)->q)))->r","p,q,r","p,q,r","p,q,r","p","p"
"(p->(((q->((q->(q->q))->(p->(q->r))))->q)->(p->(r->r))))->p","p,q,r","p,q,r","p,q,r","p","p"
"(p->q)->(((q->p)->r)->((r->((r->r)->q))->(q->((p->r)->p))))","p,q,r","p,q,r","p,q,r","p","p"
"p->(p->((q->r)->((q->(((r->r)->q)->((q->(p->r))->r)))->q)))","p,q,r","p,q,r","p,q,r","p","p"
"((((p->(p->(q->r)))->(p->q))->q)->r)->((q->p)->((q->p)->r))","p,q,r","p,q,r","p,q,r","p","p"
"((p->q)->((q->r)->q))->((p->(p->p))->(((q->(p->q))->r)->p))","p,q,r","p,q,r","p,q,r","p","p"
"p->(((q->q)->r)->((q->q)->((q->((r->(r->q))->(q->p)))->p)))","p,q,r","p,q,r","p,q,r","p","p"
"(p->q)->(p->(((((p->(p->p))->r)->((q->r)->(q->p)))->q)->q))","p,q,r","p,q,r","p,q,r","p","p"
"(((p->q)->p)->r)->(r->((p->(q->q))->(q->(p->((r->r)->q)))))","p,q,r","p,q,r","p,q,r","p","p"
"p->(((p->(((p->(p->q))->(r->q))->(q->((p->q)->q))))->q)->r)","p,q,r","p,q,r","p,q,r","p","p"
"p->((q->r)->(((((p->q)->(q->((r->r)->p)))->q)->(p->p))->r))","p,q,r","p,q,r","p,q,r","p","p"
"p->(((((q->(q->p))->(r->r))->r)->(((q->q)->p)->q))->(p->q))","p,q,r","p,q,r","p,q,r","p","p"
"p->((p->q)->((r->((q->(r->q))->p))->(((r->q)->(p->r))->r)))","p,q,r","p,q,r","p,q,r","p","p"
"((p->(q->r))->(q->(r->((p->(q->q))->(p->r)))))->(r->(p->r))","p,q,r","p,q,r","p,q,r","p","p"
"(p->(q->r))->((r->(((q->p)->((p->(r->q))->(p->q)))->q))->r)","p,q,r","p,q,r","p,q,r","p","p"
"p->((p->(((q->(p->r))->(q->(r->(r->(p->(q->p))))))->q))->q)","p,q,r","p,q,r","p,q,r","p","p"
"((p->p)->((p->(p->q))->(p->((q->(p->r))->((r->q)->p)))))->p","p,q,r","p,q,r","p,q,r","p","p"
"p->(((q->q)->((p->(((q->((r->q)->p))->r)->(r->q)))->p))->q)","p,q,r","p,q,r","p,q,r","p","p"
"(((p->((p->((q->((q->p)->q))->(q->q)))->p))->q)->r)->(p->r)","p,q,r","p,q,r","p,q,r","p","p"
"(p->q)->(p->((((q->r)->(q->(q->((r->r)->(r->q)))))->p)->p))","p,q,r","p,q,r","p,q,r","p","p"
"p->((p->(((((p->(q->q))->(q->(p->(r->r))))->r)->r)->q))->r)","p,q,r","p,q,r","p,q,r","p","p"
